"key","value"
"client"," transaction declined"
"client"," send picture "
"client"," picture "
"client"," money account bank blocked card paying bank card bank charge "
"client"," times solve promise live bank mission block customer card paying card card "
"client"," atm "
"client"," "
"client",""
"client",""
"client",""
"client",""
"client",""
"client"," solve happening"
"client",""
"client"," weeks afriland solve live bank mission bank solve client "
"client"," package eco "
"client"," debited money "
"client",""
"client"," dla"
"client","unable transfer money bank account mtn momo account"
"client"," transfer sara momo"
"client"," facing transfer money bank account momo account transaction pending"
"client","bank account momo account"
"client"," internship company confirmation mail sending months stipend yesterday received "
"client"," "
"client",""
"client"," sara account times received unblock "
"client"," day "
"client"," friday sara app time access unable process check wrong "
"client"," downloaded app play store "
"client",""
"client"," access sara "
"client"," "
"client"," hav applied school fees loan close weeks "
"client"," applied school fees loan weeks account credited happening fast"
"client"," "
"client"," "
"client"," francs signed thursday "
"client"," francs signed thursday "
"client"," started process july salary told signature waited week thursday august signed money "
"client","salaries atm card withdraw fcfa salary fcfa left fcfa school fee loan fcfa cut"
"client"," account reads fcfa "
"client"," loan deducted deducted fcfa left accounts"
"client"," "
"client"," school fee loan supposed start paying august money account bank allowed bank loan payment"
"client"," momo withdraw money ftom account bank account details saved momo"
"client"," withdraw money momo bank account"
"client",""
"client"," deducted thousands francs salary november pay reason "
"client"," card deduct money"
"client"," told debit frs frs"
"client"," access account mtn"
"client",""
"client"," afriland"
"client"," gestionnaire yaounde etoudi"
"client",""
"client"," collect salary mobile bank "
"client"," access account"
"client"," mtn office bank mtn account"
"client"," "
"client"," access account mtn"
"client"," "
"client"," account blocked"
"client","mobile money"
"client","mtn mobile money"
"client"," waiting card"
"client","nkongsamba branch"
"client","gimac "
"client"," debited frs "
"client"," waiting response "
"client"," account balance yesterday money account network reinstated frs withdrawn account"
"client"," balance correct "
"client","frs"
"client"," regularise situation "
"client"," "
"client"," bank abd discovered frs deducted account"
"client"," understand "
"client"," bank discovered frs deducted account understand "
"client",""
"client"," cart bancaire gimac partner"
"client"," cost "
"client"," momo account access account feedback message dial eligible access shortcode "
"client"," sara money app "
"client"," unable process"
"client",""
"client",""
"client",""
"client"," sara money app "
"client"," update sara money app "
"client"," procedure retrieve sara app "
"client"," wrong sara "
"client","hmmm chai"
"client"," send money afb account sara"
"client","thesame branch dschang"
"client",""
"client"," money deducted account "
"client","frs"
"client"," eco pack fee"
"client"," "
"client"," deposited money savings account "
"client",""
"client",""
"client",""
"client"," "
"client"," deposited money savings account thursday april account credited"
"client","fcfa"
"client"," "
"client"," correct"
"client"," send money account momo "
"client"," recieving numerous otp codes confirm transactions sara"
"client"," "
"client"," view account balance sara"
"client"," withdrawn money bank account mobile money deducted bank account received money"
"client"," called mtn transaction failed contact bank"
"client",""
"client",""
"client","sara transaction beneficiary "
"client"," total frs"
"client"," transactions"
"client"," transferred money savings account current account transfer momo account money entered current account conducted operation send money momo account enter momo account current account money removed "
"client"," waiting "
"client",""
"client",""
"client"," transferred money savings account current account transfer momo account money entered current account conducted operation send money momo account enter momo account current account money removed "
"client"," account "
"client",""
"client",""
"client"," transferred money savings account current account transfer momo account money entered current account conducted operation send money momo account enter momo account current account money removed "
"client"," account "
"client"," customer type anomaly automatically corrected hours tomorrow account settled "
"client"," resident wum write complain reply islamic laon application month december documents provide called account manager times calls grateful guide "
"client"," write complain reply islamic laon application month december documents provide called account manager times calls grateful guide "
"client"," deposit prepaid card sum deposit account balance "
"client"," reclamation agency times "
"client"," "
"client"," afternoon complain friday deposit card reflecting balance month agency times solution waiting response"
"client"," sara banking vain"
"client"," blc check account"
"client",""
"client"," signing loan form money cashed account week pains bank sends messages customers telling school fees loan hours reality"
"client"," accumulating files school fees loan redressed process hours days weeks biyamassi agency"
"client"," sara account password "
"client","bello"
"client",""
"client"," password sara account "
"client"," deposited file school fees loan afriland firsbank biyamassi wednesday august documents signed accountant prosper expecting loan ready yesterday monday pay children school fees deadline august dissatisfaction credited account frustrating understand bank sending messages claiming treat school fees loan hours days week loan credited file left management notify contact file urgent delay"
"client"," disgruntled afriland firsbank biyamassi acacia services time writing office disservice satisfaction explain weeks counting simple school fees loan granted worst loan rate frustrating disgusting bank bank manager complete loan fora purpose time pay children fee expired loan validated "
"client"," account unjust debited biyammasi acasia agency sum frs unjustly withdrew account kindly resolve stranded money injustice account "
"client"," account afriland bank created company payment salaries left company account hv access account "
"client"," documents stolen"
"client"," month monthly transactions balance frs left suddenly disappeared balance services paying frs "
"client"," waiting response "
"client",""
"client"," april carried transactions sara money account debited receive confirmation message money transaction wrong sum francs send money receive message confirm transaction money deducted transaction sim frs momo account received money sara money account deducted "
"client"," written mails wa messages avail"
"client"," april carried transactions sara money account debited receive confirmation message money transaction wrong sum francs send money receive message confirm transaction money deducted transaction sim frs momo account received money sara money account deducted "
"client"," wrote agents client service times solution "
"client",""
"client",""
"client"," love request attended "
"client"," april carried transactions sara money account debited receive confirmation message money transaction wrong sum francs send money receive message confirm transaction money deducted transaction sim frs momo account received money sara money account deducted "
"client"," april carried transactions sara money account debited receive confirmation message money transaction wrong sum francs send money receive message confirm transaction money deducted "
"client"," existent transaction "
"client"," spent month inquiring "
"client"," transfer sara money mobile mobile francs debited received "
"client","sara "
"client","beneficiary "
"client"," august "
"client"," follow request "
"client"," transfer sara money mobile mobile francs debited received "
"client","sara "
"client","beneficiary "
"client"," august "
"client"," madam worry sara banking email shoul included profile recieve opt code mail finalize transaction mtn registered active called tazinya tamongu stanley waiting responce soonest"
"client"," contact account manager cameroon"
"client"," madam worry sara banking email shoul included profile recieve opt code mail finalize transaction mtn registered active called tazinya tamongu stanley waiting responce soonest"
"client"," contact account manager cameroon"
"client"," difficult reopening sara application "
"client"," impossible access "
"client"," crurent account blocked received arreas salary transactions"
"client",""
"client"," close contract"
"client","fokum christian bobga munah day afriland team bamenda sales insufficient funds atm inconveniencing pay situation handle issue asap permit cover commitments day timely basis"
"client","fokum christian bobga munah active loan balance sara app "
"client"," "
"client"," deposit money account mtn momo"
"client"," bank account connected deposit money momo"
"client"," send money india"
"client",""
"client",""
"client",""
"client","cancel"
"client"," told phone sara app"
"client"," phone iphone "
"client"," downloaded"
"client"," message "
"client",""
"client"," bank earlier adviced response helpful"
"client",""
"client"," unpaid installments "
"client"," "
"client"," surprises"
"client"," december payout collected left negative balance "
"client"," account history deducted"
"client"," time deduction response "
"client"," correct responded earlier job "
"client"," unpaid accumulation "
"client"," received salary month august"
"client"," received sms card mboppi branch received understand happening "
"client"," message "
"client"," times told mboppi branch"
"client"," months applied card "
"client"," worst charges card deducted account"
"client"," frustrating wait bank hours withdraw sum frs"
"client"," persist transfer salary bank tired "
"client"," findout processing time loan"
"client"," applied card december charges card deducted account card "
"client"," disturbing"
"client",""
"client"," start "
"client"," wrong choice"
"client",""
"client",""
"client"," difficulties partner card branch told card deleted "
"client"," understand "
"client"," wrote transfer request visa card bafoussam feedback "
"client"," days unable partner card everytime type pin card reject incident displayed message process request understand happening"
"client"," atms bafouss"
"client","bafoussam"
"client"," customer service indicating partner cards automatically service "
"client"," difficulties accessing sara wrong"
"client"," unable login account downloading app"
"client"," frs account withdrew frs balance frs deficit frs "
"client"," demand electronic card response"
"client","ndokoti douala demand december february "
"client"," account hypodrom yde"
"client"," debit card secured card online transactions gimac secured secured debit card note prepaid card "
"client"," visa card online transactions payments online gimac card "
"client"," visa debit card gimac prepaid card"
"client"," subscribed visa card fcfa payments trading platform online visa card prepaid linked bank account "
"client"," online broker accept prepaid cards visa card subscribed prepaid debit visa card"
"client"," cost debit card linked bank account "
"client"," prefer debit card "
"client"," cards carry transactions trading sites ic market "
"client"," understood reply"
"client"," debited frs account las weeks reasons "
"client"," called complain money "
"client"," pull frs yesterday account momo momo account money debited account afriland "
"client"," sara momo withdraw bank account momo account frs "
"client"," happen saturday "
"client"," bank attestation bank statements"
"client"," "
"client"," "
"client"," equally charge transaction account sara application account uba "
"client","irrespective operation "
"client"," madam balance account removing account momo seex momo "
"client"," madam balance account balance paying loan removing account momo seex momo "
"client"," madam balance account balance paying loan removing account momo seex momo "
"client"," evenx madam bit worry salary enter account removed fortunately succeeded removed money negative understand clarification"
"client"," account seex removed negative "
"client"," evenx madam bit worry salary enter account removed fortunately succeeded removed money negative understand clarification"
"client"," account seex removed negative "
"client"," evenx madam bit worry salary enter account removed fortunately succeeded removed money negative understand clarification"
"client"," account seex removed negative "
"client",""
"client",""
"client"," "
"client"," afraid"
"client"," complain office cashier told account "
"client"," transfer money current account savings account arrive level input otp code tells input error"
"client","invalid mfatoken input"
"client"," transfer money current account savings account arrive level input otp code tells invalid mfatoken input"
"client"," meaning external service error "
"client",""
"client",""
"client","wht"
"client",""
"client",""
"client",""
"client"," transfer money current account savings blocked"
"client"," expediteur bloqué"
"client"," unblock"
"client"," transfer money accounts unblock "
"client","sara money change password"
"client"," sara requesting change password"
"client","server responding correctly"
"client"," month withdrew money account total frs left account dismay installed sara app checking account balance frs reason frs deduced"
"client"," waiting response worry "
"client"," apply school fees loan fine afriland agency"
"client"," documents scan send email"
"client",""
"client"," village called mundemba ndian division south west region"
"client"," madam military personnel"
"client","view impossible visit nearest agency limbe"
"client","view crisis country"
"client"," mundemba ndian division"
"client","yesterday withdrawn account gab check account transferred account"
"client"," understand happening"
"client"," authorise transaction"
"client"," "
"client"," monthly charges retained bank business current accounts "
"client"," applied loan week tuesday frs signed document wednesday week account credited branch etoudi live monte maison blanche "
"client"," repurchase previous loan "
"client"," loan period months"
"client"," afriland issue resolved "
"client"," send frs sara wallet friends mtn momo days frs deducted sara wallet account friend claims received money receipt transaction receipt mtn money send "
"client","doc wa "
"client"," downloaded version sara access time error message wrong "
"client"," message"
"client",""
"client"," "
"client"," entering username password "
"client"," understand debited advanced salary recognize requested money "
"client"," hope deduction month "
"client"," access account orange money received sara code subscription "
"client","bamenda branch "
"client"," carried transaction prepaid card validated atm money "
"client"," "
"client"," resolved concern "
"client"," money deducted card "
"client",""
"client"," deducted month "
"client"," "
"client"," frs deducted month account upto sum"
"client"," sara registration registered receive code "
"client"," register app account exist "
"client"," digipass blocked transactions "
"client",""
"client"," branch limbe"
"client"," loan"
"client"," weeks"
"client"," forget "
"client"," senr"
"client",""
"client"," "
"client"," account debited fcfa debited frs cfa reference pull "
"client"," kindly check update advance collaboration"
"client"," concern access accounts sara subscription atm card carry transactions "
"client",""
"client"," sara mobile app operation send wallet transfer money account "
"client","noo"
"client"," joined afriland bank"
"client"," "
"client"," bank received customer manager "
"client"," yde account manager foumbot"
"client"," "
"client"," connect app platform"
"client","ekieéeee signature"
"client"," "
"client"," taught guys tight gonna "
"client"," redo signature"
"client"," "
"client"," "
"client"," "
"client"," transfer pbs facilitating life "
"client"," atm card target received message foumbot weekends "
"client"," merci"
"client"," yesterday initiate transaction online receive otp authentification"
"client"," "
"client","yeah confirm solved "
"client",""
"client"," money transfer account mobile operator"
"client"," money account"
"client"," transaction donne "
"client"," "
"client"," trans millions debited beneficiary "
"client"," update "
"client",""
"client"," "
"client",""
"client"," deposited check account refill money transferred account "
"client"," frs account balance yesterday check notice balance frs "
"client"," talking"
"client"," treat customers reply"
"client"," application unstable everyday version created reason "
"client","talking sara"
"client"," application takes lot time load notice connection time unable check account details"
"client"," sara application disturbing unstable check account details responding user "
"client"," bank"
"client"," account "
"client"," version sara apps responding unable check account"
"client"," frs balance month checked frs deducted account "
"client"," "
"client"," talking"
"client"," negative balance account"
"client"," created salary account december limbe branch afriland bank contract teacher months salary coming limbe travel yaounde salary costly risky calling bank follow account ministry finance start collecting begging bank check file treated "
"client"," sending money momo account bank account sarah banking cost charges"
"client"," clients sara afriland cameroon application save time carrying operations moving download appstore playstore log usual settings info calls whatsapp "
"client"," function"
"client"," money account time bank sarah banking "
"client"," money account"
"client",""
"client",""
"client"," "
"client"," thinking updates"
"client"," "
"client",""
"client","waiting reply"
"client"," monthly subscription payments decorlab school usd cricut design space usd rejected pay monthly online training amounts deducted account continue access courses wrote month coming "
"client"," bank denied monthly payment subscriptions deadline payment passed bank denied payment"
"client"," received reminders email "
"client"," cricut subscription"
"client"," decorlab school"
"client"," bank authorize payments henceforth monthly payments"
"client"," loan applied afriland bamenda disbursed applied understand loan "
"client",""
"client"," "
"client"," response worry lot "
"client"," defined "
"client"," expecting money unowas dakar frs february "
"client"," expecting money unowas dakar frs february "
"client"," "
"client","urgent bank attestation"
"client"," lost bank attestation organization asap"
"client"," noticed account debited motif"
"client",""
"client"," solicit afriland bank block sms service account "
"client"," account debited instances clarifications "
"client"," debit xaf debit xaf "
"client"," received debit message bank xaf withdrawn money account bank card sara app verifying "
"client"," "
"client"," debit"
"client"," bank card "
"client"," atm card expires april main bank massa renew atm card nkongsamba branch "
"client","send "
"client"," atm card expires april main bank massa renew atm card send nkongsamba branch "
"client",""
"client","heloo"
"client"," card april bank sms days card expire main branch renewal"
"client"," main branch massa live nkongsamba town pleading massa branch renew nkongsamba branch"
"client"," sms bank"
"client"," atm card expires month april renewed send afriland nkongsamba"
"client"," preoccupations applied certificate indebtedness issued month visa gold card applied paid issued weeks receive salary people installed sara banking carry successful transaction blocked people provide card refund money card collect money account close account"
"client"," tired unprofessional manner afriland handles customers"
"client"," people wanna answer "
"client","hellooo"
"client"," knowing position bank"
"client","balance"
"client"," code verify balance "
"client","sara "
"client"," withdrawal gab "
"client"," leave money account money dissappearing frs deducted salary month strategy time money paid account rush remove network disturbances usual experienced "
"client","money disappearing account donot understand"
"client"," frs debited account "
"client"," afternoon "
"client",""
"client"," frs debited account "
"client",""
"client",""
"client"," bank card paying money bank card "
"client"," november bank debited frs account bank card month debited frs bank card understand times pay bank card bank card "
"client"," bank card"
"client"," bank refund money debited bank card bank rendering bank card services supposed cut money "
"client"," bank card"
"client"," requested fellow bank card bank debited frs account bank card received card upto waiting card "
"client"," card pay frs month withdraw salary yaounde bank card card "
"client"," bank card"
"client"," response worry"
"client"," ngaoundere withdrawal money based yaounde withdraw salary agency yaounde pay frs time "
"client"," withdraw salary pay frs withdraw salary momo "
"client"," true complain"
"client","card atm"
"client","reasons unknown"
"client",""
"client"," advise friend bank afriland account"
"client"," tiko limbe forgot "
"client"," receive reply"
"client"," account credited february frs march debited frs reason "
"client"," debited frs"
"client"," "
"client",""
"client",""
"client"," withdrawal bell atm"
"client"," transaction"
"client"," withdraw santalucia ange raphaël feu rouge bessengue"
"client","applied visa gold card months reply"
"client"," concerns bank started school fees loans ongoing loan months left paid school fee loan"
"client"," answer"
"client"," concern living yde time applied loan time documents treated sign send yde kumba treated instantly sign bring kumba"
"client"," list documents answer previous question yde time applied loan time documents treated sign send yde kumba treated instantly sign bring kumba"
"client"," loan bank deducted salary monthly paid loan pay"
"client"," loan situation "
"client"," updates account request"
"client","waiting"
"client"," concern"
"client","month june deduction card supposed july"
"client"," atm transaction successful money deducted account "
"client"," agency douala discovered checked account balance momo"
"client"," frs"
"client"," happened foward recovering money "
"client"," momo transaction mng receive money momo acount realized deducted account"
"client"," understand "
"client"," filling debit card details told otp phone receive payment verify token failed solve issue "
"client"," operation stops otp"
"client"," waiting response "
"client"," concern resolved "
"client"," friday money bank account avail downloaded sara app "
"client"," friday money bank account avail downloaded sara app "
"client","bonjour money returned receiving response "
"client",""
"client"," withdraw sara account monday formal app times wrote bank whatsapp told download app withdraw bank account sara account send money mtn momo avail uploaded bank account letter gimac pay transfer careless withdrawal send money momo transaction frs momo thinking normal flash wallet frs afternoon withdrawal frs sara account wallet application transaction yesterday passed "
"client"," called mtn yesterday received money momo request bank"
"client"," momo "
"client",""
"client"," money account time withdraw atm restrictions account"
"client"," withdraw account"
"client",""
"client",""
"client",""
"client"," bank card expired received massage suppose receive "
"client"," access sara online banking app days "
"client"," applied school fée loan week treated"
"client","agency afriland mfoundi "
"client"," applied school fée loan week treated"
"client"," weeks"
"client",""
"client"," traveled country study leave left bank card salary account auntie collect salary month machine swallowed bank card"
"client"," advise"
"client"," afriland"
"client"," afriland guys "
"client","douala"
"client"," account manager account branch accias yaounde "
"client"," "
"client"," detailed details "
"client"," send email account manager week advise"
"client"," afriland"
"client"," afriland"
"client"," canada study leave "
"client"," send study leave video study leave "
"client"," send identification card "
"client"," contact boss office "
"client"," debts pay cameroon"
"client"," cameroon money flight ticket"
"client"," speak speak "
"client"," contact account manager "
"client"," afriland"
"client"," measage "
"client"," requested card transferred bamenda yaounde mendong weeks bank card "
"client"," msg"
"client"," atm card bamenda yaounde avail updated signature mendong yde updated"
"client"," month "
"client"," documents create current account afriland "
"client",""
"client",""
"client","sara registration issue "
"client","sara "
"client"," "
"client"," "
"client"," login"
"client"," version"
"client"," "
"client"," submit account check balance "
"client"," feeling branch"
"client"," message"
"client"," "
"client",""
"client","didficulty signing sara yesterday"
"client","bank transfer issue"
"client"," sara app app playstoore"
"client",""
"client",""
"client",""
"client"," created current account february perceive afriland "
"client"," receiving messages card understand french "
"client"," card expire "
"client"," explanation english"
"client"," verify salary sara withdrawals previous balance salary "
"client"," current account create savings account "
"client"," current account savings account provide documents "
"client"," experience miscalculation account balance rectified "
"client"," hours"
"client"," account rejecting password"
"client"," "
"client"," subscribed mac mobile account days eligible service"
"client"," difficult bank save banking banking flexible reduce paper release stress workers contact customers"
"client"," loan compare salary "
"client"," loan "
"client"," "
"client","afriland bertoua"
"client"," april notging"
"client"," loan mission town "
"client","greeting insurance deducted loan refunded loan "
"client"," banks refunded bank "
"client"," received salary credited account fcfa transferred fcfa account withdrew fcfa gab bonanjo transferred fcfa account bank debited charges fcfa balance fcfa bank account fcfa balance happened "
"client"," app"
"client"," "
"client"," "
"client",""
"client"," sara banking weeks maintenance weeks "
"client"," version app complicated wallet account app "
"client"," received message gimac card "
"client"," loans sara banking details loans term credit school credit school credit "
"client"," details "
"client"," people cut charges pack eco double month"
"client"," people cut charges pack eco double month"
"client","fcfa"
"client"," hacked mobile money account access afriland bank accounts"
"client"," kindly freeze afriland bank accounts"
"client","account shu geofred shu"
"client","account shu geofred shu"
"client"," message received mtn office "
"client"," clarified subject "
"client"," transfers account completed taiwan received amounts send account guys check internal external relations account money emergency reasons "
"client",""
"client"," week "
"client"," usd"
"client"," usd"
"client"," withdrawal atm afb damas branch transaction successful money machine verified account sara charged atm withdrawal entered agency told trip ivory coast "
"client"," calling bank manager dassi answer "
"client"," "
"client"," withdrawal august "
"client"," withdrawal atm afb damas branch transaction successful money machine verified account sara charged atm withdrawal entered agency told trip ivory coast "
"client"," debited monthly account charges debited june june month charges debited "
"client"," "
"client"," "
"client"," debited monthly account charges debited june june month charges debited "
"client"," customer loan issue bank relieve source income "
"client"," bank withdrawn account deficit "
"client"," suppose salary account"
"client"," resolved"
"client",""
"client"," feedback complaint"
"client"," bank withdrawn account deficit "
"client"," suppose salary account"
"client"," account "
"client"," access salary account"
"client"," downloaded sara application checked account discover frs balance happened debit account explanation lost bank card unlink account avoid charges "
"client",""
"client"," message "
"client"," pay month account "
"client"," understand"
"client","mac operations account operation fees "
"client"," agios "
"client"," totally confused"
"client",""
"client"," people questions clarification understand services received frs account frs frs deducted account totally lost time frs deducted account understanding charges accounts talk phone "
"client"," agency branch "
"client"," "
"client"," account managed months april noticed deduction account "
"client"," usual"
"client"," wrote saturday received response expect hearing "
"client"," response witnessed unusual deduction account paid write "
"client"," burning issue month salary pay pakage deduction company receive balance surprised met frs remember previous month balance frs company directed bank tied schedule school agency response nb history bank statement discovered "
"client"," salary friday checked frs saturday removed frs remove account account frs"
"client"," money happening"
"client"," iam check salary mobile money subscribe application application "
"client"," message send check account"
"client"," money iam afriland bank"
"client"," "
"client"," "
"client"," "
"client"," bank accounts"
"client","savings business current account "
"client"," purchases online"
"client",""
"client"," "
"client"," "
"client"," printing error hope "
"client"," collected yesterday purchase "
"client"," transactions online"
"client",""
"client"," card changed "
"client"," paypal"
"client"," moonpay"
"client"," coinbase"
"client"," send screenshots payment platforms avail "
"client"," hope "
"client"," card"
"client"," production "
"client"," transactions online card yesterday told card verified permit card function crypto platforms trade exchanges paypal card afriland card prepaid visa card expired write letter transactions trading platforms proceed letter responsible whatsoever account cards "
"client","trade "
"client"," reason card agency quick "
"client"," linked "
"client"," send money"
"client"," "
"client"," "
"client"," write letter deposit "
"client"," supposed deposit time yaoundé card"
"client","fortrade brokerage firm people trade commodities stocks currency"
"client"," "
"client"," funded brokerage account paypal send money letter solve "
"client"," understood"
"client","paypal charged digit code received"
"client"," informing supposed received code "
"client"," "
"client"," afriland bonapriso understand"
"client"," closest agency "
"client"," code online "
"client"," understand"
"client"," arrived reception explained lady paypal told manager told transactions code paypal told accessing platform agency set retry tomorrow"
"client"," manager talk paypal activation"
"client"," dial "
"client"," manager "
"client"," wrote letter demanded responsibilities brokerage platform feedback "
"client"," "
"client"," "
"client"," supposed discharge letter online"
"client"," email"
"client"," account debited close frs frs atm "
"client"," forgotten password login sara account"
"client"," money wrong account money reveresed account"
"client",""
"client"," follow request refund"
"client"," "
"client","akwa"
"client","january"
"client","registration documents "
"client"," "
"client"," consulted account frs deducted salary account nformi emmanuel chuye account standing signed "
"client"," months deductions month april wondering "
"client"," consulted account frs deducted salary account nformi emmanuel chuye account standing signed "
"client"," months deductions month april wondering "
"client"," document nformi emmanuel chuye signed deposited afriland mendong presence"
"client"," frs deducted salary account month october "
"client"," standing "
"client"," dated november "
"client"," bank attestation account mother agency mendong yaounde north west region "
"client"," afriland bank recover money challenging bamenda "
"client"," reason standing nformi emmanuel chuye frs standing modus operandi servicing debt "
"client"," draw attention afriland standing dated favour respected month "
"client"," june plead afriland respect standing nformi emmanuel chuye signed favour "
"client"," consulted account frs deducted salary account nformi emmanuel chuye account standing signed "
"client"," guys recover money based standing "
"client"," june plead afriland respect standing nformi emmanuel chuye signed favour "
"client"," july"
"client",""
"client","afriland bank mendong branch"
"client"," standing signed frs deducted salary account forwarded pass months afriland executing "
"client",""
"client"," documents account"
"client"," withdraw money card inserted code machine incident code machine captured card"
"client"," card"
"client",""
"client"," card "
"client"," loan yrs duration yrs reschedule loan yrs "
"client",""
"client"," meaning frs debit account month january "
"client"," customer charged monthly subscription fee bank card fcfa"
"client"," fellow card informed frs frs month deducted frs month "
"client"," seventh time tabling issues costumer service corrected explanation "
"client","transaction history displays transaction transaction hours hours transaction history displays transaction history request transactions precise period"
"client"," sara "
"client"," "
"client"," activate sara app phone "
"client"," loan salary frs monthly deduction left frs short term loan "
"client"," withdrawing atm machine yaounde international airport received malfunctioning machine "
"client"," finally treated "
"client"," malih fidelis ku living dubai saving money account update sara app app sara app transfer money brother app "
"client"," money withdraw cameroon transfer brothers account sara app app withdraw money account cameroon sara app service "
"client"," "
"client"," effected transaction frs sara money mtn momo account bank account debited momo account credited effected transaction frs account credited waiting frs "
"client"," prompt intervention client service "
"client"," operation frs cfa sara bank account"
"client"," day answer "
"client"," operation frs april sara bank "
"client","pls family starving"
"client",""
"client"," day pls helping "
"client"," stranded"
"client"," money refunded account"
"client"," afternoon pls "
"client","pls talk "
"client","bank wallet"
"client"," operation bank wallet "
"client"," operation frs cfa sara bank account"
"client","alo"
"client"," sara application"
"client"," sara application"
"client",""
"client"," operation frs cfa sara bank account"
"client"," april"
"client"," "
"client",""
"client",""
"client"," operation frs april sara bank "
"client"," transaction bank account sara"
"client"," money "
"client",""
"client"," check history "
"client",""
"client",""
"client"," documents required international transfer blocked account purpose proof finance certificate german embassy"
"client"," sara subscription code"
"client"," told username password "
"client"," network slow"
"client"," applied loan week expecting money account yesterday mobile account connected live town money account "
"client"," waiting"
"client"," day kunde abednego account request deposited demand overdraft fcfa week bessengue branch received sign documents inform issues updates relating file week time wait overdraft "
"client"," bank week tuesday renew overdraft complete file documents required wait week called sign documents called complete update lacking "
"client"," wait negative deducted salary reimbursed "
"client"," time expected compile documents dropped complete file week "
"client"," called sign documents validate overdraft "
"client"," deposited documents processed called sign promised"
"client"," predicament week deposited documents called sign meaning processed "
"client","alright "
"client",""
"client","cancel"
"client",""
"client","previous menu"
"client"," deduction account explain receive message noticed balance dropped"
"client",""
"client"," "
"client"," earlier month frs deducted account month frs deducted sums money explanation love deductions "
"client"," online payment week successful pay succeeded "
"client"," payment online prepaid card "
"client"," urgent "
"client"," pay service online week prepaid card "
"client"," service pay"
"client"," apply school fees loan"
"client",""
"client"," teacher ambam afriland branch scb wildraw card yesterday wildraw money left account atm mechine money refunded"
"client",""
"client"," money account "
"client"," check sara "
"client"," tomorrow "
"client"," transaction details "
"client","money disappeared account transaction atm machine ambam mechine refunded account"
"client"," downloaded installed sara application setting filled form correctly submitted loading time displayed error message received code filled form pressed button submit received message user exists access sara application code access app reset details start "
"client"," issue workers bamenda branch office told handled level head office "
"client"," frustrating access account balance enjoy wonderful privileges offered sara"
"client"," transaction mtn mobile money account afriland account funds afriland account"
"client"," transaction"
"client"," minutes"
"client"," "
"client"," "
"client"," sara responding"
"client"," customer afriland bank unable access account sera app "
"client"," downloaded version"
"client"," created account agent told pay sara money effective"
"client"," waiting reply"
"client"," pay sara money"
"client"," "
"client",""
"client"," writing mecredi pme campagn"
"client"," "
"client"," bank card expired received message bamenda requested times buea based declaring disatisfaction bank service"
"client"," huawei unable download sara money application phone google play ur urgently"
"client"," send money sara application"
"client"," "
"client",""
"client"," balance supposed deposit proof "
"client"," "
"client"," door tomorrow public holiday "
"client","doors "
"client"," transfer money bank account momo account avail "
"client"," unable transfer money bank account momo account "
"client"," "
"client"," month created account unable access bank card proper banking "
"client"," unable sara app"
"client"," popping message authorized service"
"client"," occasions activated impossible perform transactions"
"client"," minute"
"client"," "
"client"," cost send account bank cca"
"client"," sara app "
"client"," online banking application "
"client"," update app"
"client"," download app details "
"client"," told enter customer "
"client"," card accept"
"client"," login enter password"
"client"," create password account pin "
"client"," login "
"client",""
"client",""
"client",""
"client",""
"client"," accessing account"
"client"," cameroon cam bank nic registration account "
"client",""
"client",""
"client"," account balance"
"client"," access sara online banking"
"client",""
"client",""
"client"," canada redraw money bank card"
"client","cacardi declining sufficient money account"
"client"," reached whatsapp"
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client"," paying card fees card canada"
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client","ngowo ekeni meombo"
"client"," "
"client"," canada card"
"client"," student canada"
"client"," allowance cameroon"
"client"," "
"client"," "
"client"," limits card "
"client",""
"client"," card "
"client",""
"client",""
"client"," card exceeded limit "
"client",""
"client"," afriland bank"
"client"," foriegn country money"
"client"," card "
"client"," left cameroon bank inquire told card told limits "
"client",""
"client"," card "
"client"," "
"client",""
"client",""
"client",""
"client",""
"client",""
"client"," visa card month redraw "
"client",""
"client"," emergency"
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client"," speak agent"
"client",""
"client",""
"client"," visa card weeks"
"client"," "
"client",""
"client"," "
"client"," redraw money card"
"client"," weeks"
"client",""
"client"," feedback request visa card weeks canada pay rents redraw money visa card"
"client",""
"client",""
"client"," urgently "
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client"," nic "
"client"," procedure withdrawing money sara money subscriber account enter secret code receiver account afriland"
"client"," sara account"
"client"," telling abt months "
"client"," months "
"client"," months "
"client"," account time functioning money "
"client","kk "
"client","oui"
"client","oui"
"client","bjrs"
"client"," redraw frs uba account afriland atm machine cut money account machine money"
"client"," "
"client"," saving account "
"client"," central africa mission united nations peace keeping mission create saving account money paid money current account"
"client"," waiting answer"
"client"," bank"
"client"," bank card yaoundé hyppodromme agency"
"client"," payed visa card kan josué parfait born october penja"
"client"," scholarship loan"
"client"," access money account mobile money card "
"client"," credit du sahel bank afriland bank"
"client",""
"client"," sara app operational eu time fails iphone difficulty balance monitoring transactions pay bank time bank statement"
"client"," balance"
